".";"Интернет магазины";"Мануал по заработку в интернете.";"2013-09-03"
"UGG в интернет-магазине kokoss.com.ua";"Финансы";"Оплачивается подтвержденный заказ обуви с корректно заполненными обязательными полями - Имя, адрес электронной почты контактный телефон.";"2013-09-03"
"uGift Украина - заказ подарочного сертификата";"Интернет магазины";"Вознаграждение за заказ подарочного сертификата. Разрешены все виды трафика, кроме спама.<br><br />Выплата - 5% от стоимости оплаченного подарочного сертификата.<br><br />Действует бонусная программа: при 5 подтвержденных заказах в месяц выплата составляет 6% от стоимости, при 10 подтвержденных заказах - 7%, более 10 заказов в месяц - 7,5% от суммы. Доначисления к базовой выплате в 5% производятся раз в месяц.<br /><br><br />Холд - 10 дней";"2013-09-03"
"uTrader.com - брокер бинарных опционов";"Интернет магазины";"Вознаграждение за внесение средств на счет на сайте www.uTrader.com";"2013-09-03"
"V&V (VNV) - заказ в интернет-магазине зарядных устройств и БП";"Финансы";"Вознаграждение за подтвержденный заказ в интернет-магазине.<br /><p> Продажа зарядных устройства и блоков питания для различной портативной техники<p/>";"2013-09-03"
"Vetrovik.com.ua - заказ в интернет-магазине автомобильных ветровиков";"Финансы";"Интернет-магазин vetrovik.com.ua занимается оптовой реализацией автомобильных акссесуаров. <br /><p>Наши преимущества:<br /><p>u2014 Компетентные менеджеры, готовые дать качественную консультацию.<br /><p>u2014  Интернет-магазин работает с 10.00 до 18.00, выходной Воскресенье.<br /><p>u2014 Товар отправляется по "Новой Почте" каждый день в 16.00, воскресенье выходной.<br /><p>u2014 Бесплатная доставка по всей Украине, вы оплачиваете только себестоимость товара, никаких скрытых затрат, например за обратную доставку денег.<br /><p>u2014 Самый большой ассортимент представленных брендов j-tek, sks, versaco, heko, hic. fly, vip.<br /><p>u2014 Гарантированный возврат товара в течении 14 дней (Согласно 9 статьи Закона о Защите прав потребителя).<br /><p><br /><p>Вознаграждение за подтвержденный заказ или запрос обратного звонка.<br /><p>Гео - Украина<br /><p>Запрещенные источники трафика - спам-рассылки, порно, мотивированный";"2013-09-03"
"Vibiray.com - заказ в интернет-супермаркете";"Финансы";"";"2013-09-03"
"Vilenashop - заказ в интернет-магазине бюжетерии (UA)";"Интернет магазины";"<p><b>VilenaShop.com - интернет-магазин элитной бижутерии и украшений из натурального жемчуга</b>. <br /><br>В последнее время бижутерия становится неотъемлемой частью гардероба современной женщины. <br>Модная бижутерия помогает создавать стильный образ и выразить свою индивидуальность.<br /><br>В ассортименте представлены украшения известных брендов, таких как Hermes, Bvlgari, Cartier, Fendi, Gucci, Chanel, ShamballaJewells и др. А также украшения из натурального жемчуга: кольца, браслеты, ожерелья, кулоны, броши. Ассортимент постоянно обновляется и увеличивается.<br /><p>Размер выплаты за оплаченный заказ - от 12% суммы заказа.<br /><br>Действует бонусная система для вебмастеров в зависимости от суммы стоимости заказов, привлеченных за месяц (30 дней)<br /><br>Стандартная ставка 12% - от 0 до 5 000 гривен.<br /><br>Серебряная ставка 16% - от 5001 до 10 000 гривен.<br /><br>Золотая ставка 20% - больше 10 001 гривен.<br /><p><b>Конкурентные преимущества и особенности:</b><br /><br>- постоянно обновляемый каталог товаров;<br /><br>-высокое качество изделий;<br /><br>-бесплатная и удобная доставка по всей Украине в течение 1-3 дней, возможность доставки u00abот двери к двериu00bb;<br /><br>-красивая праздничная упаковка в подарок, независимо от суммы заказа;<br /><br>-регулярные акции и скидки. Скидка -5% каждому покупателю на вторую покупку;<br /><br>-постоянный раздел u00abРаспродажаu00bb;<br /><br>-качественное и оперативное обслуживание каждого клиента;<br /><br>-различные способы оплаты, удобные и безопасные для клиентов;<br /><br>-индивидуальный подход к каждому клиенту.<br /><p><b>Преимущества партнерской программы:</b><br /><br>-Постоянные акции, специальные предложения и бонусная шкала для постоянных партнёров;<br /><br>-Индивидуальные бонусы для партнеров, привлекающих свыше 100 заказов в месяц;<br /><br>-Большой выбор украшений, отвечающих требованию самых капризных покупателей;<br /><br>-Постоянно обновляемые рекламные материалы и колонка новостей;.<br /><br>-Бесплатная доставка товаров по всей территории Украины.<br /><p>Целевая аудитория: женщины от 18 до 50 лет <br /><br /><b>География - Украина</b> </p><br /><p>Запрещенные источники трафика:<br />e-mail-рассылки<br />трафик из приложений/игр в соц.сетях<br />Дорвеи<br />clickunder<br />тизерные сети<br />push-реклама<br />popup</p>";"2013-09-03"
"VipGift - заказ в интернет-магазине подарков";"Финансы";"";"2013-09-03"
"Vislinsky Club - игровой онлайн тренинг \"Создай Семью\"";"Финансы";"о тренинге <b>u00abСоздать Семьюu00bb</b><br /><p>Тренинг имеет три ступени: Знакомство, Резонанс, Развитие. Каждая длится 21 день.<br /><p>Стоимость одной ступени u2014 100 USD. Вы платите за:<br /><p>- неограниченный доступ к участию в онлайн игре u00abТеатр FMu00bb<br /><p>- три-пять дней в неделю игровые вебинары: каждый посвящен одному умению<br /><p>- ежедневные рекомендации Консультанта<br /><p>- учебные материалы по каждому выбранному умению<br /><p>- возможность обучиться на ведущего игры u00abТеатр FMu00bb.<br /><p><br /><p>Вознаграждение - % от суммы первого платежа (у пользователя есть возможность оплатить первую ступень или весь тренинг сразу со скидкой 30%).";"2013-09-03"
"voloshelp";"Инфо-товары";"простая форма заявки.<br />достойное вознаграждение.<br />время жизни PostClick Cookie 30 дней.<br />Целевая аудитория - потенциальные пользователи услуг: мужчины и женщины cтарше 25 лет,  страдающие выпадением волос. <br /><br />Некачественной (то есть не подлежащей оплате ) электронной заявкой считается такая заявка, в которой:<br />- нет возможности связаться с заполнившим анкету человеком по указанному телефону: телефонный номер не существует, заблокирован, заполнен с ошибками или не принадлежит заполнившему анкету;<br />- в течение 2 (двух) дней было сделано 3 (три) звонка, каждый из которых остался без ответа;<br />- более 40% обязательных полей заполнено пренебрежительно (u00ab-u00bb, u00abне скажуu00bb, u00abне знаюu00bb)<br />- указанный регион регистрации не соответствует выбранному Заказчиком таргетингу.";"2013-09-03"
"Wiskas - бесплатный корм для котят";"Интернет магазины";"Оплачивается корректно заполненная заявка (содержащая все обязательные поля) на получение 3-х пакетиков корма Whiskas для котят. Гео - вся Украина.";"2013-09-03"
"World of Dragons - регистрация в online mmorpg игре";"Финансы";"World of Dragons (Мир Драконов) u2014 бесплатная многопользовательская онлайн игра (online mmorpg), направленная на любителей PvP сражений. Основной акцент сделан на системе воздушных боёв. У пользователей появится отличная возможность сражаться на летающих Драконах и не только.<br /><br /><p><b>Выплата: </b>за активного игрока <b>50 грн.(200 руб.)</b><br /><br /><p><b>Холд: </b>до 30 дней<br><br /><p><b>Запрещенные источники трафика: </b> контекстная реклама, соц.сети (группы/паблики), мотивированный.<br /><p><b>Гео: </b>СНГ<br>";"2013-09-03"
"X-HOST - покупка хостинга и\/или домена";"Интернет услуги";"Вознаграждение за покупку  на сайте www.x-host.ua.";"2013-09-03"
"Yaware - установка программного обеспечения";"Инфо-товары";"Yaware - это эффективная, полностью автоматическая система учета рабочего времени сотрудников за компьютерами. <br /><br>Yaware даёт возможность контролировать работу сотрудников в любой точке планеты.</br><br /><p>Вознаграждение за приведенного пользователя, который установил и начал использовать Yaware.<br /><p>Гео - Украина и СНГ<br /><p>Холд конверсий - 10 дней<br /><p>Запрещенные источники трафика - порно, спам-рассылки, мотивированный.";"2013-09-03"
"АВАЛЬ - заявки на кредит наличными";"Обучение";"Вознаграждение за подтвержденную заявку на кредит с корректно указанными данными.<br /><p>Гео - Украина (<b>кроме Одессы и обл.!</b>)<br /><p><b>Запрещенные источники трафика:</b><br /><p>Adult-трафик<br /><p>ClickUnder<br /><p>Toolbar реклама<br /><p>Мотивированный трафик<br /><p>Мотивированный трафик (Cash)";"2013-09-03"
"Автоломбард - кредит наличными под залог автомобиля";"Инфо-товары";"Вознаграждение за подтвержденную заявку с корректными контактными данными пользователя.<br /><p>Гео - Киев.";"2013-09-03"
"Автосигнализации Pandora";"Разное";"";"2013-09-03"
"Автосигнализации Pandora - (CPS) продажа сигнализаций и имобилайзеров";"Обучение";"Вознаграждение за подтвержденный заказ";"2013-09-03"
"Альфа-Банк - заявки на кредитную карту (UA)";"Туризм";"<b>Преимущества работы с Альфа Банком:</b> <br /><br>- Кредиты на любые цели до 200 000 грн <br /><br>- Процентная ставка u2013 0,01% годовых в гривне   <br /><br>- Кредит до 20 000 грн. без справки о доходах <br /><br>- Решение по кредиту наличными в режиме онлайн  <br /><br>- Можно вернуть кредит в течении 20 суток абсолютно бесплатно <br /><br>- Узнаваемость Банка на территории Украины <br /><p>Возрастной таргетинг: 25 - 65 лет. <br /><p><b>Вознаграждение</b> за подтвержденную заявку на кредитную карту - <b>20 грн.(80 руб.).</b><br /><p><b>Холд</b>- 20 дней.<br /><p><b>Выплата</b> - 17 грн. (68 руб.)<br /><p><b>Гео</b> - Украина.<br /><p>Запрещенные источники трафика - контекстная реклама на бренд, попап и попандер, мотивированный трафик.";"2013-09-03"
"Альфа-Банк Украина";"Интернет услуги";"Заявка на кредит наличными";"2013-09-03"
"АльфаБанк - заявка на кредитную карту";"Обучение";"";"2013-09-03"
"Аппликаторы Ляпко";"Финансы";"Вознаграждение за подтвержденный заказ товаров на сайте summer.lyapko.ua.";"2013-09-03"
"Арсенал Консалтинг - кредит за 5 минут!";"Интернет услуги";"Вознаграждение за заявку на кредит с корректными данными.<br />Холд - 30 дней";"2013-09-03"
"Артём";"Семья и дети";"Продажа нижнего мужского белья Calvin Klein.";"2013-09-03"
"Банк Русский Стандарт Украина - заявка на кредитную карту";"Интернет магазины";"Оформление заявки на оформление кредитной карты.<br /><p>Выплата - <b>17 грн. (68 руб.)</b><br /><p><b>Запрещен мотивированный трафик.</b><br /><p><b>Холд</b> - 30 дней";"2013-09-03"
"Бесплатная юридическая консультация";"Игры";"";"2013-09-03"
"Бесплатная юридическая консультация";"Интернет магазины";"Московский центр правовой помощи. Принимаются заявки на все виды юридической консультации (юрист, адвокат, семейные споры, наследственные дела, автоадвокат). Регион - только Москва и область. Ограничений по количеству заявок нет.";"2013-09-03"
"Бизнес-курс \"Сверхприбыльный бизнес на товарах из Китая\"";"Интернет магазины";"Вознаграждение за доставленный и оплаченный заказ. Холд -10 дней";"2013-09-03"
"Большие плюшевые мишки - заказ в интернет-магазине";"Интернет магазины";"Большие плюшевые мишки на подарок девушке и детям. В данный момент продаем мишек от 160 до 200 см. Доставляем бесплатно по всей Украине. Возможна международная доставка за счет получателя. Классное предложение для рынка подарков. <br /><p>Холд заказов - 10 дней.<br /><p>Вознаграждение за подтвержденный и оплаченный заказ.<br /><p>Гео - Украина.<br /><p>Запрещенные источники трафика - порно, спам-рассылки, мотивированный.";"2013-09-03"
"Глобэкс - заявка на автокредит";"Юрид. и бух. услуги ";"<b>Глобэкс - заявка на автокредит.</b><br /><p><br /><p>Лид: Заявка на покупку авто в кредит.<br /><p><b>Качественный лид</b>: Качественными лидами являются заявки от реальных людей из указанного геотаргетинга, и, в которых во всех полях формы оставлены корректные, читабельные и реальные пользовательские данные, по которым представилась возможность связаться в течение 5(пяти) рабочих дней. Возраст покупателя от 20-65 лет.<br /><p><br /><p><b>ГЕО1:</b> Москва, Московская область;<br /><p><b>ГЕО2</b>: Белгородская область, Брянская область, Владимирская область, Воронежская область, Ивановская область, Калужская область, Костромская область, Курская область, Липецкая область, Орловская область, Рязанская область, Смоленская область, Тамбовская область, Тверская область, Тульская область, Ярославская область, Нижегородская область.<br /><p><br /><p><b>Некачественный лид:</b> <br /><p>- Нет возможности связаться с заполнившим анкету человеком по указанному телефону: телефонный номер не существует, заблокирован, заполнен с ошибками или не принадлежит заполнившему анкету;<br /><p>- В течение 5 (пяти) рабочих дней, не удалось связаться;<br /><p>- Указанный регион регистрации не соответствует выбранному Заказчиком таргетингу;<br /><p>- Дублируются данные о потенциальном клиенте (ФИО, телефон или e-mail) из уже полученной раннее заявки;<br /><p>- Заполнивший анкету не подтверждает факт заполнения заявки или не нуждается в услуге;<br /><p>- Возраст покупателя не подходит под условие.<br /><p><br /><p>Реклама, размещаемая в рамках генерации должна соответствовать закону о Рекламе. <br /><p><br /><p><b>Разрешенные методы генерации трафика:</b><br /><p>- размещение баннеров<br /><p>- реклама в социальных сетях<br /><p>- поисковый трафик<br /><p>- контекстная реклама - кроме Яндекса/";"2013-09-03"
"Гороскопы - подписка на рассылку (Россия и Украина)";"Интернет услуги";"Оплачивается подтвержденная подписка на рассылку. Регион - Россия и Украина. В случае большого количества отписок необходимо будет предоставить скриншоты источников трафика";"2013-09-03"
"Дамир Халилов - подписка на бесплатный видео-курс \"Привлечение клиентов из социальных сетей\"";"Финансы";"Вознаграждение за подтвержденную подписку (с пользователем связались по указанному телефону и он подтвердил свою подписку).<br /><p>Холд конверсий - 4 дня<br /><p>Гео - Украина<br /><p>Запрещенный трафик - спам-рассылки, порно, мотивированный.";"2013-09-03"
"Заказ бизнес тренинга от Владимира Жернового";"Финансы";"Вознаграждение за оплаченный тренинг";"2013-09-03"
"Заказ диска \"Эффективная методика похудения\"";"Финансы";"Эффективная методика похудения - минус 10 кг за 2 месяца. Основа программы u2013 u00abFito Lineu00bb (аналог 25 кадра)<br /><p>Выплата - 100 грн. (405 рублей).";"2013-09-03"
"Заказ и доставка еды из McDonald's, Якитории и др.ресторанов";"Финансы";"Вознаграждение за регистрацию на сайте www.ekipazh-service.com.ua.<br />Вознаграждение за подтвержденный и оплаченный заказ.<br />";"2013-09-03"
"Заявка на бесплатную процедуру в SPA-салон";"Финансы";"Вознаграждение за заявку на первую бесплатную процедуру в SPA салон, с корректными данными - Женщины из РФ, старше 28 лет, действительный номер телефона и адрес почты.<br /><p>Цель 1 - заявки от посетителей из регионов РФ<br /><p>Цель 2 - заявки от посетителей из Москвы и Московской обл.";"2013-09-03"
"Заявка на обучение в Чехии";"Финансы";"Принимаются заявки на курсы в Чехии.<br />Корректно оформленная заявка содержит: Имя, телефон, email и предполагаемый курс для обучения";"2013-09-03"
"Заявка на подбор тура";"Семья и дети";"Оплачивается заполненная заявка на подбор тура. Корректность заполнения проверяется менеджером, подтверждение заполнения заявки происходит по телефону.";"2013-09-03"
"Заявка на получение кредита";"Интернет магазины";"";"2013-09-03"
"Заявка на продвижение сайта Primeadv.net";"Юрид. и бух. услуги ";"Принимаются заявки на продвижение сайтов. Корректно оформленная заявка содержит: Имя, телефон, email заказчика, адрес сайта для продвижения.";"2013-09-03"
"Заявки в школы английского (универсальный лендинг)";"Интернет магазины";"Универсальный лендинг для работы с трафиком под школы английского языка. Как направлять трафик:<br /><p><b><u> У вас должны быть подключены офферы </u></b><br /><p><b> 1. Speak Up</b> - http://aff.primelead.com.ua/offers/view/82 (27грн за подтвержденную заявку)<br /><p><b> 2. Lingva.ua</b> - http://aff.primelead.com.ua/offers/view/198 (20грн за подтвержденную заявку)<br /><p> <b> 3. English Prime</b> - http://aff.primelead.com.ua/offers/view/224 (25грн за подтвержденную заявку)<br /><p><b> 4. Prime-class</b> - http://aff.primelead.com.ua/offers/view/168 (20грн за подтвержденную заявку)";"2013-09-03"
"Заявки на кредиты (универсальный лендинг)";"Юрид. и бух. услуги ";"Универсальный лендинг для работы с трафиком под кредитные офферы. Как направлять трафик:<br /><p><b><u> У вас должны быть подключены офферы </u></b><br /><p><b> 1. Приватбанк </b>http://aff.primelead.com.ua/offers/view/246 (4,5 грн за подтвержденную заявку с корректными данными)<br /><p><b> 2. Банк Русский Стандарт</b> http://aff.primelead.com.ua/offers/view/78 (17грн за подтвержденную заявку с корректными данными)<br /><p><b> 3. Ренессанс Кредит</b> http://aff.primelead.com.ua/offers/view/256 (45грн за подтвержденную заявку с корректными данными)";"2013-09-03"
"Звонок Другу";"Игры";"Качественной заявкой считается оплаченный заказ звонка.";"2013-09-03"
"Здоров'я Родини - запись на консультацию в медицинскую клинику";"Интернет магазины";"u00abЗдоровu2019я родиниu00bb - это медицинский центр, который предоставляет полный спектр диагностических и лечебных услуг:<br /><br>- гинекологии;<br /><br>- эндоскопической гинекологии;<br /><br>- урологии;<br /><br>- андрологии;<br /><br>- репродуктологии;<br /><br>- хирургии;<br /><br>- интимной пластической хирургии для женщин;<br /><br>- интимной пластической хирургии для мужчин;<br /><br>- проктологии;<br /><br>- анестезиологии;<br /><br>- ультразвуковой диагностики.<br /><p>Вознаграждение за подтвержденную заявку на консультацию по вопросам гинекологии, проктологии, андрологии и урологии.<br /><p>Гео - Киев и Киевская область.<br /><p>Холд заявок - 5 дней.<br /><p>Запрещенные источники трафика - порно, спам-рассылки, мотивированный, попап и кликандер.";"2013-09-03"
"Зеленый Кофе - уникальный продукт для похудения и оздоровления организма";"Интернет магазины";"Вознаграждение за подтвержденный заказ.<br /><p>Действует система специальных выплат в зависимости от объемов конверсий.<br /><p>Гео - Украина.<br /><p>Запрещен мотивированный трафик. <p>Пост-клик - 15 дней. <br /><p>Холд конверсий - 5 дней.<br />Вознаграждение при больших объемах:<br /><p>от 50 заказов в месяц - 125 грн.<br /><p>от 75 заказов в месяц - 135 грн.<br /><p>от 100 заказов в месяц - 145 грн.<br /><p>от 200 заказов в месяц - 165 грн.";"2013-09-03"
"Игра \"Бойцовский Клуб\" oldbk.ru";"Обучение";"Вознаграждение за:<br /><p>- подтвержденная регистрация игрока<br /><p>- достижение 2-го уровня<br /><p>- пополнение счета игрока.<br /><p>Проверка источников трафика по требованию.<br /><p>Гео - Украина.<p/>";"2013-09-03"
"Игрушки грелки ТМ \"З\u0456гр\u0456вайко\"";"Интернет услуги";"Уникальные игрушки грелки ТМ "Зu0456грu0456вайко" <br /><br />Невероятно нежные и трогательные спящие медвежата - безусловно самые продаваемые игрушки-грелки ТМ Зu0456грu0456вайко.  Цветовая гамма, в которой выполнены эти игрушки, очень спокойная, приглушенно-нежная, но в то же время достаточно выразительная: небесно-голубой, нежно-розовый, сиреневый и рыжий.  С таким выбором каждый сможет подобрать себе мишутку по своему вкусу!<br /> <br />Игрушки-грелки ТМ Зu0456грu0456вайко наполнены отборными зёрнами золотистого проса и сушеными бутонами крымской лаванды. Тонкий аромат успокаивает и расслабляет, окутывает теплом и комфортом, помогает заснуть легко и безмятежно!<br /> <br />При необходимости грелку можно использовать и по назначению - т.е. в медицинских целях. Нежное и приятное тепло поможет выгреть простуженное горлышко, носик или прогреть спинку/шейку/животик... Глядя любимый мультик, простывший кроха нежно обнимет своего плюшевого друга и сам не заметит, как выздоровеет! Ведь помимо прогревания горлышка и бронхов он пройдет еще и сеанс ароматерапии :)<br /> <br />Нагрейте мишку в микроволновой печи в течение всего 2 минут, и он почти 2 часа будет дарить тепло Вашему малышу. <br /><br />Такая игрушка абсолютно безопасна и безвредна для детей любого возраста (для малышей - под присмотром родителей). Теплая и приятно тяжёлая (около 800 г) она очень напоминает настоящего животного!";"2013-09-03"
"Интернет-магазин dresshall.com.ua";"Интернет услуги";"Вознаграждение за подтвержденный заказ в интернет-магазине www.dresshall.com.ua. Холд - 14 дней.";"2013-09-03"
"Интернет-магазин FoxMart";"Интернет услуги";"Вознаграждение за оплаченный товар, заказанный в интернет-магазине foxmart.ua.<br />";"2013-09-03"
"Интернет-магазин обуви - Bashmaki.com.ua";"Финансы";"";"2013-09-03"
"КГ \"Золотая Акция\" - заявка на бухгалтерские услуги";"Интернет услуги";"Вознаграждение за подтвержденную заявку от реального посетителя (до человека можно дозвониться по указанному номеру телефона и он подтверждает отправку заявки) - 45 грн. (180 рублей). <br /><p>Для Вебмастеров с большими объемами трафика возможно подключение iStat номера телефона с оплатой результативных звонков.<br /><p>Холд заявок - 5 дней. <br /><p>Гео - Украина.";"2013-09-03"
"Клуб здорового образа жизни";"Обучение";"Группа поддержки для желающих снизить или набрать вес, улучшить свое питание и самочувствие. Подбор индивидуальных программ питания. работа с персональным консультантом по питанию.";"2013-09-03"
"Кнопка Жизни - запрос обратного звонка";"Юрид. и бух. услуги ";"<b>Услуга "Життя 24"</b> u2013 это круглосуточный мониторинг тревожных вызовов от клиента. <br /><br>Принцип работы услуги заключается в экстренном реагировании на поступивший тревожный сигнал. А именно, когда человек нуждается в помощи, он посылает сигнал в круглосуточный центр мониторинга компании, способом нажатия на оборудовании кнопки СОС, оператор контакт-центра компании выясняет причину вызова и сообщает о нем родственникам, и в случае необходимости вызовет экстренные службы помощи (подробное описание смотрите в прикрепленном docx).<br /><p><br /><br><b>ЦА:</b> Услуга предназначена для одиноких людей, детей школьного возраста, инвалидов, людей пожилого возраста, а также для любого человека, желающего обезопасить свою жизнь или жизнь своих близких.<br /><p><br /><br><b>Вознаграждение за подтвержденный запрос обратного звонка.</b><br /><p><br /><br><b>ГЕО:</b> Киев.<br /><p><br /><br><b>Запрещенные источники трафика:</b> спам-рассылки, порно, мотивированный.<br />";"2013-09-03"
"Кондиционер!  Лучшая цена!";"Юрид. и бух. услуги ";"Кондиционеры AUKIA (производства завода AUX) не только отлично справляются с охлаждением помещения, но обогревают его вдвое эффективнее обычного конвектора.";"2013-09-03"
"Кредитный брокер - Выдача кредитов под залог";"Юрид. и бух. услуги ";"Принимаются заявки выдачу кредитов под залог. Регион - Киев. Корректно заполненная заявка должна содержать данные потенциального клиента (имя и телефон).<br><br />Холд - 30 дней";"2013-09-03"
"Кредитный брокер - кредит наличными до 250 000 грн.";"Юрид. и бух. услуги ";"Вознаграждение за подтвержденную заявку с корректными данными пользователя.<br />Запрещен спам и мотивированный трафик.<br />Холд заявок - 14 дней.<br />";"2013-09-03"
"Кредитный брокер - кредит наличными на б\/у автомобили";"Юрид. и бух. услуги ";"Вознаграждение за подтвержденную заявку с корректными контактными данными пользователя.<br /><p>Гео - Киев.";"2013-09-03"
"Кредит он-лайн. Кредитный брокер";"Финансы";"Вознаграждение за заявку на кредит с корректными данными.";"2013-09-03"
"Кредит под залог автомобиля";"Финансы";"Принимаются заявки из Киева на выдачу кредита под залог авто.<br />Корректно заполненная заявка должна содержать данные о автомобиле, номер телефона и имя потенциального заемщика, данные о сумме и сроке кредита.<br />Если Вы хотите работать с оплатой не только заявок, но и звонков - обращайтесь в службу поддержки. Мы предоставим уникальный номер телефона для учета звонков (подключение может занять несколько дней)";"2013-09-03"
"Кредит под залог недвижимости";"Страхование";"";"2013-09-03"
"Кредиты под залог авто Россия.";"Интернет услуги";"Лид: Оформленная и подтвержденная по e-mail заявка на кредит под залог автомобиля<br /><br />Качественный лид:<br />Заявка от реального человека с реальными контактными данными.<br /><br />Оплачиваются только качественные заявки!<br /><br />Некачественный лид:<br />- Поле u00abТелефонu00bb (или u00abДополнительный телефонu00bb) заполнены таким образом, что связаться с потребителем по данному каналу связи физически не представляется возможным.<br />- Содержание поля u00abФИОu00bb не содержит информации о Фамилии или Имени.<br />- Поле u00abE-mailu00bb написано не латиницей и/или не содержит символа u00ab@u00bb перед доменным именем и u00ab.u00bb перед именем доменной зоны.<br /><br />ГЕО:<br />Москва, Казань, Волгоград, Ярославль + области<br /><br />ЦА:<br />мужчины/женщины, 18+ ";"2013-09-03"
"Криолорика - заявки на лечение тонзиллита и аденоидов у детей";"Страхование";"<b>Центр КриоЛОРика</b> занимается профилактикой и лечением ЛОР заболеваний сверхнизкими температурами используя приобретенный многолетний опыт работы в крио медицине. <br /><br>Врачи центра высококвалифицированные специалисты в лечении ЛОР патологии традиционными и хирургическими методами. <br /><br>Центр сотрудничает с многими украинскими и зарубежными клиниками. <br /><br>Наша задача избавить Вас от недуга современными и щадящими методами.</br><br /><p><br /><p>Вознаграждение за подтвержденную заявку (с пользователем связались по указанным контактам и он подтвердил заявку).<br /><p>Холд - 5 дней.<br /><p>Гео - Киев и Киевская область.<br /><p>Запрещенные источники трафика - порно, спам-рассылки, мотивированный, pop-up, clickander.";"2013-09-03"
"Кулер \"Кловер\"";"Интернет услуги";"Вознаграждение за заявку на консультацию о кулере "Кловер".";"2013-09-03"
"ЛОЕР -заявки на регистрацию и ликвидацию предприятий";"Интернет услуги";"Оплачиваются корректно заполненные заявки на регистрацию и ликвидацию компаний от юридической компании ЛОЕР. При проверке заявки с человеком можно связаться и он действительно оставлял заявку на сайте.<br> Очень простая форма (имя и телефон). Хорошие условия для клиентов.<br><br />Холд - 30 дней";"2013-09-03"